Parent Title 2017,Hierarchy Level 2017,Total Children 2017,Parent Title 2018,Hierarchy Level 2018,Total Children 2018,Semantic Matches,Semantic Similarity Avg,Levenshtein_Matches,Levenshtein Distance Avg,Jaccard_Matches,Jaccard Similarity Avg,Matching Children,Matching Children Same Level
G Golden parachute payments,6.Section,0,G Golden parachute payments,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
H Limitation on certain amounts paid to employeeowners by personal service cor,6.Section,0,H Limitation on certain amounts paid to employeeowners by personal service corpo,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Terminal railroad corporations and their shareholders,6.Section,0,Terminal railroad corporations and their shareholders,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Renumbered K,6.Section,0,Renumbered K,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Special rules relating to corporate pref erence items,6.Section,0,Special rules relating to corporate prefer ence items,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Tax tables for individuals,6.Section,0,Tax tables for individuals,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L div A title II,6.Section,0,Repealed Pub L div A title II,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Distributions of property,6.Section,0,Distributions of property,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Distributions in redemption of stock,6.Section,0,Distributions in redemption of stock,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Distributions in redemption of stock to pay death taxes,6.Section,0,Distributions in redemption of stock to pay death taxes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Redemption through use of related cor porations,6.Section,0,Redemption through use of related corpo rations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Distributions of stock and stock rights,6.Section,0,Distributions of stock and stock rights,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Dispositions of certain stock,6.Section,0,Dispositions of certain stock,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Basis of stock and stock rights acquired in distributions,6.Section,0,Basis of stock and stock rights acquired in distributions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Alternative motor vehicle credit,6.Section,0,B Alternative motor vehicle credit,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
C Alternative fuel vehicle refueling property credit,6.Section,0,C Alternative fuel vehicle refueling property credit,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
D New qualified plugin electric drive motor vehicles,6.Section,0,D New qualified plugin electric drive motor vehicles,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Tax withheld on wages,6.Section,0,Tax withheld on wages,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rate of tax,6.Section,0,Rate of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deduction of tax from wages,6.Section,0,Deduction of tax from wages,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Taxability of corporation on distribution,6.Section,0,Taxability of corporation on distribution,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rate of tax,6.Section,0,Rate of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Instrumentalities of the United States Notwithstanding any other provision of law,6.Section,0,Instrumentalities of the United States Notwithstanding a ny o ther pro vision o f law,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Effect on earnings and profits,6.Section,0,Effect on earnings and profits,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions,6.Section,0,Definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Federal service In the case of the taxes imposed by this chap,6.Section,0,Federal service In th e ca se o f the taxes im posed b y this c hap,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deductions as constructive payments Whenever under this or any act of,6.Section,0,Deductions as constructive payments Whenever under this c hapter or any a ct of Con,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Estimate of revenue reduction The Secretary at intervals of not longer than,6.Section,0,Estimate of revenue reduction The Secre tary a t intervals o f not longer th an,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Return and payment by governmental em ployer,6.Section,0,Return and payment by governmental em ployer,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Exemption for employers and their em ployees where both are members of religious,6.Section,0,Exemption for employers and their em ployees where both are members of religious,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Short title This may be cited as the Federal In,6.Section,0,Short title This c hapter m ay be c ited a s th e Federal I n,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Dividend defined,6.Section,0,Dividend defined,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Other definitions,6.Section,0,Other definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Constructive ownership of stock,6.Section,0,Constructive ownership of stock,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Earned income,6.Section,0,Earned income,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rate of tax,6.Section,0,Rate of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deduction of tax from compensation,6.Section,0,Deduction of tax from compensation,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rate of tax,6.Section,0,Rate of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Determination of compensation The compensation of an employee representa,6.Section,0,Determination of compensation The co mpensation of an employee re prese nta,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rate of tax,6.Section,0,Rate of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions,6.Section,0,Definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Court jurisdiction The several district courts of the United,6.Section,0,Court jurisdiction The se veral d istr ict co urts of the United S tates,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Short title This may be cited as the Railroad,6.Section,0,Short title This c hapter may be c ited a s th e R ailroad Re,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Determination of tier tax rate based on average account benefits ratio,6.Section,0,Determination of tier tax rate based on,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Tax withheld at source on nonresident aliens and foreign corporations,6.Section,0,Tax withheld at source on nonresident aliens and foreign corporations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rate of tax There is hereby imposed on every employer as,6.Section,0,Rate of tax There is h ereby im posed o n every e mployer as,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Credits against tax,6.Section,0,Credits against tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Conditions of additional credit allowance,6.Section,0,Conditions of additional credit allowance,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Approval of State laws,6.Section,0,Approval of State laws,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Applicability of State law,6.Section,0,Applicability of State law,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions,6.Section,0,Definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deductions as constructive payments Whenever under this or any act of,6.Section,0,Deductions as constructive payments Whenever under this c hapter or any a ct of Con,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Instrumentalities of the United States Notwithstanding any other provision of law,6.Section,0,Instrumentalities of the United States Notwithstanding a ny o ther pro vision o f law,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
State law coverage of services performed for nonprofit organizations or governmental,6.Section,0,State law coverage of services performed for nonprofit organizations or governmental,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Gain or loss to shareholders in corporate liquidations,6.Section,0,Gain or loss to shareholder in corporate liquidations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Judicial review,6.Section,0,Judicial review,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Short title This may be cited as the Federal Un,6.Section,0,Short title This c hapter m ay be c ited a s th e Federal U n,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Complete liquidations of subsidiaries,6.Section,0,Complete liquidations of subsidiaries,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Imposition of tax,6.Section,0,Imposition of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions,6.Section,0,Definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Omitted,6.Section,0,Omitted,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title VI,6.Section,0,Repealed Pub L title VI,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Basis of property received in liquidations,6.Section,0,Basis of property received in liquidations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Gain or loss recognized on property dis tributed in complete liquidation,6.Section,0,Gain or loss recognized on property dis tributed in complete liquidation,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Nonrecognition for property distributed to parent in complete liquidation of subsidiary,6.Section,0,Nonrecognition for property distributed to parent in complete liquidation of subsidiary,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Certain stock purchases treated as asset acquisitions,6.Section,0,Certain stock purchases treated as asset acquisitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Certain uses of gasoline and special fuels,6.Section,0,Certain uses of gasoline and special fuels,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions,6.Section,0,Definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Income tax collected at source,6.Section,0,Income tax collected at source,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Liability for tax The employer shall be liable for the payment,6.Section,0,Liability for tax The employer sh all be lia ble for th e payment of,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Return and payment by governmental em ployer,6.Section,0,Return and payment by governmental em ployer,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Special rules for pensions annuities and,6.Section,0,Special rules for pensions annuities and certain other deferred income,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Backup withholding,6.Section,0,Backup withholding,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title III,6.Section,0,Repealed Pub L title III,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definition and special rule,6.Section,0,Definition and special rule,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Health insurance costs of eligible individ uals,6.Section,0,Health insurance costs of eligible individuals,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Collection and payment of taxes,6.Section,0,Collection and payment of taxes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Nondeductibility of taxes in computing taxable income,6.Section,0,Nondeductibility of taxes in computing taxable income,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Erroneous payments Any tax paid under or by a tax,6.Section,0,Erroneous payments Any t ax paid under o r b y a t ax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Acts to be performed by agents In case a fiduciary agent or other person has,6.Section,0,Acts to be performed by agents In ca se a fi duciary agent or other person has,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Liability of third parties paying or provid ing for wages,6.Section,0,Liability of third parties paying or provid ing for wages,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Individuals providing companion sitting placement services,6.Section,0,Individuals providing companion sitting placement services,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title II,6.Section,0,Repealed Pub L title II,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Treatment of real estate agents and direct sellers,6.Section,0,Treatment of real estate agents and direct sellers,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Determination of employers liability for certain employment taxes,6.Section,0,Determination of employer s liability for certain employment taxes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Transfer to corporation controlled by transferor,6.Section,0,Transfer to corporation controlled by transferor,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Coordination of collection of domestic service employment taxes with collection of,6.Section,0,Coordination of collection of domestic service employment taxes with collection of,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Certified professional employer organiza tions,6.Section,0,Certified professional employer organiza tions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Treatment of certain persons as employ ers with respect to motion picture projects,6.Section,0,Treatment of certain persons as employ ers with respect to motion picture projects,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Exchanges of stock and securities in cer tain reorganizations,6.Section,0,Exchanges of stock and securities in cer tain reorganizations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Distribution of stock and securities of a controlled corporation,6.Section,0,Distribution of stock and securities of a controlled corporation,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Receipt of additional consideration,6.Section,0,Receipt of additional consideration,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Assumption of liability,6.Section,0,Assumption of liability,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Basis to distributees,6.Section,0,Basis to distributees,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Firsttime homebuyer credit,6.Section,0,Firsttime homebuyer credit,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Nonrecognition of gain or loss to corpora tions treatment of distributions,6.Section,0,Nonrecognition of gain or loss to corpora tions treatment of distributions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Basis to corporations,6.Section,0,Basis to corporations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Foreign corporations,6.Section,0,Foreign corporations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions relating to corporate reorga,6.Section,0,Definitions relating to corporate reorgani zations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Repealed Pub L div A title II,6.Section,0,A Repealed Pub L div A title II,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Refundable credit for coverage under a qualified health plan,6.Section,0,B Refundable credit for coverage under a qualified health plan,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
C Renumbered,6.Section,0,C Renumbered,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Overpayments of tax For credit against the tax imposed by this,6.Section,0,Overpayments of tax For credit against the tax imposed by this sub,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XI,6.Section,0,Repealed Pub L title XI,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
General business credit,6.Section,0,General business credit,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Carryovers in certain corporate acquisi tions,6.Section,0,Carryovers in certain corporate acquisi tions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Limitation on net operating loss carry forwards and certain builtin losses following,6.Section,0,Limitation on net operating loss carryfor wards and certain builtin losses following,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Special limitations on certain excess cred its etc,6.Section,0,Special limitations on certain excess cred,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Limitation on use of preacquisition losses to offset builtin gains,6.Section,0,Limitation on use of preacquisition losses to offset builtin gains,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Treatment of certain interests in corpora tions as stock or indebtedness,6.Section,0,Treatment of certain interests in corpora tions as stock or indebtedness,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title I,6.Section,0,Repealed Pub L title I,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Carryback and carryforward of unused credits,6.Section,0,Carryback and carryforward of unused,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title V b,6.Section,0,Repealed Pub L title V b,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Alcohol etc used as fuel,6.Section,0,Alcohol etc used as fuel,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Qualified pension profitsharing and stock bonus plans,6.Section,0,Qualified pension profitsharing and stock bonus plans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Taxability of beneficiary of employees trust,6.Section,0,Taxability of beneficiary of employees trust,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Optional treatment of elective deferrals as Roth contributions,6.Section,0,A Optional treatment of elective deferrals as Roth contributions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Taxation of employee annuities,6.Section,0,Taxation of employee annuities,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deduction for contributions of an employer to an employees trust or annuity plan and,6.Section,0,Deduction for contributions of an employer to an employees trust or annuity plan and,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Imposition of tax,6.Section,0,Imposition of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Tax on fuel used in commercial transpor tation on inland waterways,6.Section,0,Tax on fuel used in commercial transpor tation on inland waterways,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Surtax on fuel used in aircraft of a fractional ownership program,6.Section,0,Surtax on fuel used in aircraft of a fractional ownership program,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Deduction for certain foreign deferred compensation plans,6.Section,0,A Deduction for certain foreign deferred compensation plans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L div A title IV,6.Section,0,Repealed Pub L div A title IV,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Imposition of tax on heavy trucks and trailers sold at retail,6.Section,0,Imposition of tax on heavy trucks and trailers sold at retail,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions and special rules,6.Section,0,Definitions and special rules,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Exemptions No tax shall be imposed by on any,6.Section,0,Exemptions No tax sh all be im posed b y sec tion o n any,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Employees of foreign affiliates covered by l agreements,6.Section,0,Employees of foreign affiliates covered by l agreements,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
