Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score,Angle (Degrees)
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.88253653,28.05012321472168
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.847244,32.086830139160156
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.7950171,37.34312438964844
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART IV—REP EALED],4.Part,4.Part,0.7294376,43.16073226928711
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.78030133,38.711822509765625
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.8602971,30.650041580200195
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.76954275,39.68714904785156
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART IV—REP EALED],4.Part,4.Part,0.6871178,46.59760665893555
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.7177187,44.133544921875
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.7483644,41.55110549926758
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.85880756,30.817039489746094
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.8630905,30.334619522094727
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.7660829,39.9965705871582
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.76790386,39.83396911621094
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART IV—S PECI AL R ULES,4.Part,4.Part,0.7088983,44.85464859008789
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART V—REP EALED],4.Part,4.Part,0.6549634,49.08312225341797
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART VI—REP EALED],4.Part,4.Part,0.66925335,47.99053192138672
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART IX—REP EALED],4.Part,4.Part,0.6687195,48.03168869018555
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.7534149,41.11293411254883
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.8828649,28.010089874267578
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7406337,42.214569091796875
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART IV—S PECI AL R ULES,4.Part,4.Part,0.73597544,42.610294342041016
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART V—REP EALED],4.Part,4.Part,0.69301856,46.13046646118164
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART VI—REP EALED],4.Part,4.Part,0.73194855,42.95000076293945
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART IX—REP EALED],4.Part,4.Part,0.7130108,44.51958465576172
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.77525777,39.17158889770508
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.80047005,36.82498550415039
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.9288499,21.743762969970703
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART IV—S PECI AL R ULES,4.Part,4.Part,0.78160137,38.592567443847656
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART V—REP EALED],4.Part,4.Part,0.72257113,43.732826232910156
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART VI—REP EALED],4.Part,4.Part,0.7563864,40.85334014892578
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART IX—REP EALED],4.Part,4.Part,0.7447251,41.864505767822266
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.6522213,49.290706634521484
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.7249462,43.535621643066406
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.6939021,46.060203552246094
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART IV—S PECI AL R ULES,4.Part,4.Part,0.8596785,30.719493865966797
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART V—REP EALED],4.Part,4.Part,0.7665864,39.951663970947266
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART VI—REP EALED],4.Part,4.Part,0.7909332,37.72719192504883
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART IX—REP EALED],4.Part,4.Part,0.7713238,39.52708435058594
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.69715536,45.800777435302734
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.7316103,42.97843551635742
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7095349,44.802913665771484
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART IV—S PECI AL R ULES,4.Part,4.Part,0.8207077,34.84429931640625
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART V—REP EALED],4.Part,4.Part,0.98383677,10.315454483032227
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART VI—REP EALED],4.Part,4.Part,0.94699097,18.739152908325195
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART IX—REP EALED],4.Part,4.Part,0.89848065,26.040929794311523
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.69779676,45.74949264526367
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.75491786,40.98180389404297
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7235341,43.652957916259766
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART IV—S PECI AL R ULES,4.Part,4.Part,0.8158008,35.333377838134766
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART V—REP EALED],4.Part,4.Part,0.9446844,19.146263122558594
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART VI—REP EALED],4.Part,4.Part,0.9857727,9.676419258117676
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART IX—REP EALED],4.Part,4.Part,0.93340456,21.02809715270996
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.7489209,41.50300598144531
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.808969,36.00467300415039
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7844967,38.325843811035156
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART IV—S PECI AL R ULES,4.Part,4.Part,0.8312187,33.77586364746094
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART V—REP EALED],4.Part,4.Part,0.8120625,35.702064514160156
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART VI—REP EALED],4.Part,4.Part,0.85334027,31.42314338684082
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART IX—REP EALED],4.Part,4.Part,0.8248615,34.42554473876953
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.70637965,45.05888366699219
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.7101473,44.75309371948242
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.6567613,48.94666290283203
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.6992833,45.63046646118164
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.6728414,47.71324920654297
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.7103205,44.73899841308594
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.70529765,45.146400451660156
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.7098237,44.779422760009766
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.6824506,46.96455764770508
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.72643447,43.411685943603516
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.6907321,46.31190872192383
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.71835095,44.08149719238281
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.86100554,30.570323944091797
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.8313825,33.75897979736328
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.8111723,35.789371490478516
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.84093565,32.76094436645508
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.7886734,37.93828582763672
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.8153095,35.38201904296875
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.79685163,37.169498443603516
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.8438793,32.44793701171875
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.78824687,37.97801971435547
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.8164594,35.2680778503418
