2018 Headline,2017 Headline,Semantic Similarity,Levenshtein Distance,Jaccard Similarity
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
20. **Chapter 80**: General Rules,Chapter 80: General Rules,0.84,8,0.29
#NAME?,Authority of the Department of the Treasury.,0.8,3,0.83
-  Commissioner of Internal Revenue; other officials.,Commissioner of Internal Revenue; other officials.,0.9,3,0.86
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
#### Subtitle G—The Joint Committee on Taxation,#### Subtitle G—The Joint Committee on Taxation,1,0,1
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
1. **Chapter 91**: Organization and Membership of the Joint Committee,Chapter 91: Organization and Membership of the Joint Committee,0.91,7,0.58
#NAME?,Establishment of Joint Committee.,0.89,3,0.8
#NAME?,Membership and structure.,0.87,3,0.75
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
2. **Chapter 92**: Powers and Duties of the Joint Committee,Chapter 92: Powers and Duties of the Joint Committee,0.91,7,0.58
#NAME?,Authorization and duties.,0.84,3,0.75
#NAME?,Investigation and reporting responsibilities.,0.88,3,0.8
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
#### Subtitle H—Financing of Presidential Election Campaigns,#### Subtitle H—Financing of Presidential Election Campaigns,1,0,1
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
1. **Chapter 95**: Presidential Election Campaign Fund,Chapter 95: Presidential Election Campaign Fund,0.84,7,0.44
#NAME?,Establishment of fund.,0.85,3,0.75
#NAME?,Establishment of trust funds.,0.69,10,0.33
#NAME?,Eligibility criteria.,0.81,3,0.67
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
2. **Chapter 96**: Presidential Primary Matching Payment Account,Chapter 96: Presidential Primary Matching Payment Account,0.83,7,0.5
#NAME?,Authorization of matching payments.,0.85,3,0.8
#NAME?,Definitions related to eligibility and matching.,0.83,3,0.86
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
#### Subtitle I—Trust Fund Code,#### Subtitle I—Trust Fund Code,1,0,1
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
1. **Chapter 98**: Trust Fund Code,Chapter 98: Trust Fund Code,0.86,7,0.38
#NAME?,Establishment of fund.,0.69,10,0.33
#NAME?,Establishment of trust funds.,0.85,3,0.8
#NAME?,Purpose and funding mechanisms.,0.89,3,0.8
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
---,,0.21,3,0
---,---,1,0,1
---,,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
